,0
2256,@ecclestech @ScarletBlue9 Weather app says rain tonight into tomorrow. :( Sit in the car &amp; watch the footy
2257,No babes on there :(
2258,@TheUselessThree @IKyaa_ I wanna duo :(
2259,@jungsilhoon i do like ballads but idk :((
2260,@larakiara Same :(
2261,I need a massage :((
2262,@cabeIlovato wtf body goals :(
2263,"But I was told that I'm becoming a bit of a bish, so maybe I shouldn't :("
2264,Our lovely intern @NicolaPantelli is leaving us today :( but look at all these yummy treats she brought us! #yumyum http://t.co/zR2iuOYO5H
2265,Cathy's story is basically about a black guy singing :(
2266,Missyou bishes :(
2267,Ruby rose ko tou maine pora stalk karlia Omg beauty khatam bandi pe 😭👑 why TF she's so Pyaari but not me :(
2268,@thatdavidmiller oh gawd i really need to get out more.... i understood that whole thing :(
2269,"Great review for MASSIS tea. We miss @TasteofLondon  :(

#ThatSelfieThough
 https://t.co/rWEjE5uOjg"
2270,@alma @iamrrr ON LOOP... Bad news for the people I have to provide feedback too though :(
2271,Packing is such a nightmare :(
2272,@kmubmik ofc not allowed but some fans are managed to take some picts.. the risk is they caught by the security and got kicked out :(
2273,@ebookwoman oh dear :(
2274,Aishhh... the stream getting slow and more viewer... :((*
2275,@clawdeeeeya :((( me too i have exams soon sighssss
2276,@annaspargoryan It was burnt toffee :(
2277,okay she doesnt want to talk to me then I will stop :(
2278,True..... Honesty is a very very very lonely word!!!! :(
2279,@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(
2280,I WANT :(( http://t.co/aZN2zOScb1
2281,Sissi made a tote bag for me for my birthday and i use it all the time and now its slowly breaking and it makes me really sad :(
2282,I'm going to sleep before I upset myself any further :(
2283,I miss Church helping me get into my Armor :(
2284,No Delphy :(
2285,@cartinelliaf i miss them :(( but i hate pll :((
2286,so teen top actually performed under the rain yesterday.... fk are they ok :((( but im still v proud of them la!!!
2287,@PrincessSGB Please @PrincessSGB :(
2288,whens my cat coming :(
2289,"Sel, Beth come to Serbia! Serbian Selenators and Motavators are so sad! :( 💋❤💋❤ http://t.co/mQrHl6Guv0"
2290,ZAYYYYYN :(
2291,@hfaithdavis poor kids momma died :(
2292,@ohanakian @KianLawley what happend to kian? :( is he okay?
2293,@the_rebel_in_me @swanqueentacos awww. Imperative. :( #TRMDHesitant
2294,Cleaned my room! YAY but panas af :(
2295,That was the quickest blood test ever but my arm hurts :(
2296,I just slept in cause I really didn't wanna see everyone get their Jacob tickets when I wasn't allowed :(((
2297,Fuck sake ! Hamstring injury for delph :-( not another Rodwell
2298,none of my friends came :(
2299,@JoshThomas87 @Please_like_me WHat? Wasn't it supposed to be out in August?? :(
2300,"@ComfyCooCoo @fairlylocalden_ the problem is tracing, many people do that and claim they are an artist which is not how it works :("
2301,@sasshoseok did u get called by tp law? :(
2302,We don't have chocolate milk powder anymore :(
2303,@WLK_SNaeun teeth :( so I can smile wider
2304,This honestly makes me sick to my stomach. RIP to all those who lost their lives last night :( https://t.co/yA72N10piP
2305,Pains in my tummy an back keep waking me up :( literally can't get comfortable
2306,@KelseyjRenwick I did notice :( where are you working now?
2307,"@BloutAngelina FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2308,@IndietracksFest @mr_omnibus I thought he was too!  :-(
2309,@outsidezoella thank you bruno I had just made it to 1.8k too :(
2310,wish I was going to ed in croke park today :(
2311,Has anyone had to deal with Toll before to get a package? I don't understand their website :(
2312,still not back in shape :(
2313,@_khooie :( I went all in too (wasn't much) I swear I'm the unluckiest bettor...
2314,"@GaganCh57575757 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2315,NSTP Class tomorrow :(
2316,31 units for first sem of second year? Please tell us you're kidding. :(
2317,"@cappucinoclaire i got this from google image, and now i don't know where is it bc i already closed the browser :/ sorry :(("
2318,I'm too tan :-(((
2319,i still really really really really really like chipotle but chick-fil-a stole my heart :(
2320,@GHilalCelik evet :-(
2321,@bornsinqer so lucky u. we dont have ramadhan holiday. only eid and that's only a week :( i need more
2322,Hard to save a live... :( &lt;/3 #Stexpert  #RipStegi @byStegi
2323,Nickyyyyyyyyyyyyyyyy wtf did you do ¿ :(
2324,I seriously don't want to go back. :((
2325,"@lewiismynewt FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2326,#ZaynComeBackTo1D #zayniscomingback don't fucking play my emotion please... who started this....... :(
2327,"@OfficialCK2013 got an image as the header of the website, and it won't centralise :("
2328,"@sophielbradshaw We have discontinued this product, Sophie. Really sorry for any disappointment :( We will pass your feedback on!"
2329,@chattsss tbh idk :( ask around
2330,"@pickledog47 @FoxyLustyGrover Its Kate, tho!!  :(  #sniff"
2331,I'ts buffering for me :(
2332,@swiftstruelove :( let me speak *struggles*
2333,@Ch4rm41n3 aww damn :( and haha will do!
2334,@RafaelAllmark please follow me again!! :(
2335,So glad i don't bother with make up at work. Been outside all morning and my face would have gone down the drain by now. Bloody rain. :(
2336,@_nurannisaaa @fatinrafezall @_atirahmatasri @aiifanadhirah @farhani_nfr @_ainzuhraa @athiraidrus more precious when its never end :(
2337,why u so fab :((( @.therese hahahahaha creds @_sheenapadua http://t.co/qcwv8In7jM
2338,"https://t.co/TVnpczmZZ8

IT ENDED SO SOON. T_T

It hurts that one of them has to be eliminated. They're all so good. :(

#TeamZiPal

SMTM4"
2339,"@elenadickinsonX ty, come home tonight tho :(((("
2340,Doing my assingnment whilst watching the game lol i hate life :( http://t.co/sxeh7LUH4q
2341,@imamjan123 awwww thank u i Editied it on my old phone ... but it dont work more :(
2342,Nakaka Beastmode. I lost my ID :(
2343,OH MY GAAAWD :( https://t.co/ZAd3jg0jzF
2344,@hazminge @emliviaroney @maxdjuric @arthuredmondss but Jane said I'm welcome :(((((
2345,"@SensodyneIndia Yes, I love Mango ice candy but #ToothSensitivity robs me of the fun I could have had :("
2346,@RafaelAllmark why unfollow??? Please follow me again!!! :( colombia loves you!!
2347,@aryanswift6 please :((
2348,Future didn't show up :(
2349,@jvkho9997 thanks yots. Labyo miss you :((
2350,get well soon pretty😘😘 — pano mo nalamannn bebeee? :( thankyou 😘 http://t.co/CVOT0DGrAy
2351,oh no i'm too early :-(
2352,“@AlejoDoe: @highimvale damn they stole my home girls phone too”got me fucked up :(
2353,I need to stop being so hardheaded :-(
2354,That lonely moment when the only text message you get all day is from your cell phone company. :(
2355,but when you call me baby I KNOW IM NOT THE ONLY ONE :( — eating Zach's  Burger Xpress
2356,@misslolitalove that's true :-( it's trying to get rid of Katie Hopkins to no avail
2357,I'm really just up :(
2358,Can't sleep :(
2359,Every night I take hella melatonin &amp; every night I take like a 2-4 hour nap until I'm wide awake &amp; it's the next day again :(
2360,@sarahbournex me too :( determined not to feel ill for tonight!!!
2361,@inespsousa9 not me! :(
2362,So cold here in the office huhu :( No more tasks to do but I'll be here until 9pm hahaah!!
2363,"""@alyaeldeeb12345: I miss Chris ' voice :("" same http://t.co/5houV3sq5l"
2364,@ThisGuyCanUK Oh that's a shame! :( We're really looking for people that have written about it before and frequently do it! But thank you!
2365,Hope that person is in jail :( https://t.co/uYofSgIBVA
2366,weirddd :(
2367,Everyone is happy bc they have amazing friends bc of 1D then here i am still waiting for my internet bestfriends  :(
2368,Head ache :(((
2369,@JRF7F RUINED &gt;:(
2370,i need more :( donghyuk stans :( in :( my :( tl :((((( where u guys at
2371,@zoellaftmendes but why? :(
2372,I miss Beks' original body since episode 13 :(
2373,reynoldsgrl either deactivated or got suspended i wanted to shade :(
2374,just got home.. heavy rain :(
2375,@TheStonePilot sorry :(
2376,@TheLadyShelly haha I feel so naked without ole beardy tho :(
2377,@HelloJP How did you get it?? I've been trying for ages and no joy! :(
2378,I want to sleep why am I not tired :((((
2379,this song is freaking saaaaaaad :(
2380,"Sorry guys, no new video this week! :("
2381,"@mr_omnibus @IGetSpellbound aw that's a shame, we thought you were! We'll miss you :("
2382,"@palmirabieber FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2383,what happen to the kaussies? :(
2384,I was looking forward to this Pixels movie and it turned out to be a bummer :(
2385,"its okay bae~ its okay :( 
i wanna hug her already. #FightingMCIrene http://t.co/BGV6mxYfGt"
2386,MICHAEL'S EXERCISING AND YEAH IT'S GREAT AND ALL BUT I DON'T WANT HIM TO LOSE THE TUMMY :(((
2387,@aryanswift6 done please pick me :(
2388,finding old pictures with my long hair makes me so sad :(
2389,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������♥♥♥♥
2390,@dtoxdliving it's wet and miserable here :((💦☔️  missing my morning yoga &amp; drink in the sunshine! 🌞💃🏽🍹 love to you all. xx
2391,@chuchuxiu thats so mean!!&gt;:( i dont like him how rude! also aww bc they had to keep u away from the snake:/ damn they shouldve moved him
2392,Fucking shit stalking her account :(
2393,"""zayn is coming back on july 26""
srsly guys? how many times did you say that?? :-(("
2394,Georgia and Saffron are amazing and queens and I am just a poor peasant  :( wish i could be more like them...
2395,I got no sleep :(
2396,@valentinalmao @mgchalsey ahh im sorry i didnt reply back :( i miss you too!! also i wouldve tweeted u on that acc but ive been having
2397,"NFINITE New Update - Hoya 
~#Admin_Myung 
SLP :( http://t.co/67Qf4l0zF2"
2398,"The saddest thing is when you are feeling real down,you look around and realize that there is no shoulder for you….! :("
2399,"laomma design; Kebaya &amp; Wedding Dress. Bandung - Indonesia
LINE: laomma, 
7DF89150
WHATSAPP : (+62) 089624641747
Instagram : Laomma_Couture"
2400,"@_BeatrizHoran_ No, I can't :("
2401,I feel so drained like omg like so tired physically and mentally how haizzz and my eyes still hurt urghhh sat sun cant even stay at home :(
2402,"I'm really trying hard to level up my working-on-a-tight-schedule art for comics, &amp; I know sometimes the art looks off, but :( ganbarimasu"
2403,:( now im feeling lonely wth https://t.co/6NrxEGjSv3
2404,@ElHenderz @EllaHenderson livid - it's still not working :(
2405,oh that actually made me sad lol :(((
2406,wanna sleep :(
2407,@jethrocarr double whammy :(
2408,How unlucky would it be if I was dying and passed away just before ed came on stage #:-(
2409,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������♥♥♥
2410,Quuuuuuee friooooo :(
2411,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������♥♥
2412,so... it's raining again... so much for running... :(
2413,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������♥
2414,@nicefurby my dad said no sorry :(
2415,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������ ♥
2416,@keelzy81 fat lady parts :(
2417,@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������
2418,@BTS_twt please take me there :((
2419,wtf stereo kicks :(
2420,@marmice08 :((((((((((( but hopefully chwang will still drag him out to eat later sobs
2421,Add my KIK - lorm823 #kik #kikmeguys #blonde #rp #kikmenow #indiemusic #selfshot :( http://t.co/W07JltA7Fy
2422,@natalielms95 @jxhun @SharonMelaniex  why is this so accurate :-((((
2423,I cant stream :(
2424,Feeling unhappy today :-(
2425,Omg no Amber :((
2426,Looking for fun? SNAPCHAT - jennyjean22 #snapchat #hornykik #ebony #trade #models #elfindelmundo #webcamsex :( http://t.co/s0wlxvFdeV
2427,@Alex12Rios hey that was mean :(
2428,I told myself I can survive living alone for the rest of my life but I can't even be left alone for a day :(
2429,@_NathanSinclair well rude :(
2430,I wanna buy the #calibraskaEP :(
2431,@taekooknet No I didn't :( Hahaha I wish T.T You?
2432,"@Craig_J_Hastie @MassDeception1 lolzz, unfortunately dats how it is :("
2433,@chris_slight78 :( feels
2434,I keep having the worse dreams with Corey in them :-(
2435,@DeeJ_BNG I appreciate the weekly update but more weapons than ever before are on the way? we have nowhere to put the one we already own :(
2436,@EdeLabayog yup thank you! Huhu mahirap? :(
2437,T H E D R E A M is dead :((( Guess it's time to get to sleep. Hope it works later today and I can get some games with Nash
2438,My body system don't want to accept those foods :(
2439,@feleciaag20 oh gosh i love it so much ;__; they have those fried noodles?? Love💜💜💜 but they stopped selling them here :(
2440,London is veeeeerry wet today - this is more like summer as I know it! :(
2441,@sunggyu_ph saw it being rted orig tweet by @/starholicxx :((
2442,"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm baby! xx (July 24, 2015 at 07:17AM)"
2443,"@HoneyMustardHoe :( I was kidding, get out your feelings"
2444,SONG FROM@THE FIFTH ALBUM I AM SO NOTR READY HWY IS NIALL SO CUTE :(: http://t.co/THMLVQlDAw
2445,"@mohsinmalvi19 @wishrajpoot @DrAzharAliKhan Nothing except lie, fraud, double cross, diplomacy, survival of fittest, zero tolerant..... :("
2446,@Rinerh -hugs- I really wish I could love :( I miss you.
2447,@aileenlykacholo miss you. :(
2448,@burgeeem always remember to take a shit bb gurl. :-(
2449,@carouseldiary We're sorry to hear this :( How is it now? Try the following steps: http://t.co/E9MkbTy6ke &amp; let us know how you get on.
2450,"@moby307 So true, yet many know this and choose to not heed the notion xx :("
2451,Unfortunately today's performances at Pier Approach will not be going ahead due to the weather. :( http://t.co/PidhDm1ga3
2452,crying to get rattle robe :(
2453,@shaanb24 Just looked at your previous tweets and seen that this message was due to a hack :( Hope you got it sorted!
2454,@swgzl do you not like ballads :-( i think it emphasis their vocals a lot so im happy they chose to promote one
2455,@bmthofficial They are all sold out :((((
2456,"@nat_broco erm, what's that like then :("
2457,can't announce cool show today so wait until monday thanks :(
2458,@Abby_Lee_Miller hey Abby.can you help me persuade my mum to come with me to see in London please?:(
2459,Lmao just realized I tweeted the wrong lyrics :(
2460,@amellywood but but but but but emily's birthday :(
2461,@httpbethx i packed all my socks for camping so i had to wear odd socks :(
2462,.@GoonrGrrl @TheDemocrats I can't see how she can possibly be elected - FAR too much baggage. But people see what they want to see :(
2463,So cold :(
2464,"＠maverickgamer_　July 24, 2015 at 07:17PM 　:("
2465,"@DADDYNAMJ00N @bbydesu No~ I mean, that @bbydesu hmm, omg Im so slow :("
2466,@karinatuano shiiiit. Kamiss beh 😭😭 Thank you bby. :* I miss you :( love you mwa.
2467,My mommy left :(
2468,@abigailjacinthe hi ate :( i know she loves you so much but maybe she's having a hard time right now.
2469,Very sad to return from holiday to find @MissCatJames not on my radio in the morning and @TomNewittDJ not doing BC drive :( @wearefreeradio
2470,@tooshiin but dat was fun while it lasted :(
2471,Why do people scream so much before/during fighting? .. You're only hurting your throat stop it :(
2472,@xfiIes :() IS there A CAT CAFE IN MELBOURNE
2473,Movie marathon anyonneeee :(((( loner af
2474,So fricken cold :(
2475,@AntPHall that's annoying! That's the one I'm using and it's really good :(
2476,@AudreyPelan @CLGDoublelift meh rito pls do something :(
2477,Friendzone :(
2478,Although it's 3 am here when their panels start...I'm gonna miss everything...:-(
2479,@KollyBuzz repeat audience ?? :(
2480,@messiluonel @dragbackfake I only got one month in June :(
2481,Take me back :( @ Hsm Canarios Park Hotel https://t.co/lvNoJfG20f
2482,im sorry im getting all personal and stuff but its really bothering me and i cant stop crying about it but i dont have anyone to talk to :(
2483,I wonder when I'm gonna see all ukiss members as one again :(
2484,"@Napolitano29 i wish i was there too! :(
but we have to have faith that we'll meet Sam and Kurt one day! one day..."
2485,@bahadirylmz @59saniye my friends fatma'm :(
2486,@austinh_44 damn Alex has more swag than me :((
2487,@caylahhhh lmfao seriously??? I can't remember if I did honestly..more likely tho :((
2488,Missing you :(
2489,"@Real_Liam_Payne please follow me :( i have been waiting for your follow back :(

please follow me back or retweet or reply this :("
2490,:( update: http://t.co/HPhnCQuvy3 via @YouTube
2491,"@Welshwonderland @sarahlohse @newdayevent @newdayServers Oh no, I forgot I'd be missing your cakes - and those FLAPJACKS! :-( #countthecost"
2492,I want IHOP :(
2493,@angelhairhes i dont have snapchat :(
2494,"@MaverickLowe @CTC_Cyclists Yep but oh so common of infra, still being rolled out now, in this Country :-("
2495,@comedyorjoke so true :(
2496,@bttrcpxljp done can u please give them to @tenderkjss ? i know im late sorry :(
2497,@mrowklis :(((( thank u bby. i love u too.
2498,Can I just call into work :(
2499,last day :-(
2500,I want to sleep :(
2501,2nd thoughts on college :((
2502,where do u guys stream? my stream is so lq im - :(
2503,"you, with your words like knives :(("
2504,Can't sleep cause I've had the worst anxiety all day :( ugh can I just stay home tomorrow? 😞 #sotired #mybrainneedstoshutoff
2505,Was so exited to get a maccies breakfast but no I was 10 minutes late and had to get a burger and cheese bites :(
2506,"@nuriaagonzalez it was amazing!! Such a short trip though :( I wanna go again, but for more days!! How's Spain? X"
2507,@Ironlings_  Sorry Mr 25 :(
2508,@WayneDavid81 so pleased it went well Wayne! Shame I couldn't be there :( x
2509,"wtf,i make new giveaway acc again...and now can't to tweet anything again!! :("
2510,I wanna talk to people but I'm scared they will find me annoying and tend to ignore me or not interested to talk to me :-((
2511,@Wendypup2 I could get a black 510 and a blue silicon cover for it .. but its just not the same :(
2512,"No one thank that they have me bc of 1D! :(  
I H A T E M E. Kbye"
2513,@CHONIM91 btw ini sore say :(
2514,I hate how they didn't have their first win yet :((
2515,@c_tuilagi Anytime Lil Nigga!! (: (:
2516,@elmyra I tried to support but only UK citizens can sign :(
2517,@gotshinee so low compared to their ranking on mcountdown :((
2518,5h + kids makes all ://:(\\\
2519,People change and it's not always for good :(
2520,"I'm sure ""@MTNza: @ThapeloMokz It would be sad to see you go Thapelo :( \OP"""
2521,Chocolates and peanuts ...... :(
2522,Civ 5 just crashed in the middle of a marathon game... :(
2523,Wooden Mic neh! :(
2524,That is so embarrassing :( i texted the wrong organization gosh
2525,lost all the excitement for my birthday :-(
2526,hate it when people don't text me back :(
2527,@holaitsali deactivated :(
2528,“My mouth can’t translate the things my heart says.” :(
2529,@FontanillaTrish @GwnLndch Today? I don't have :(
2530,Mine still isn't working wtf? I missed my daily chances and going to miss out on mecha-totems if this keeps up :(
2531,This feeling.... Miss her badly. :(
2532,Nak tgk paper townssssss sigh :(
2533,Too early :(
2534,"""@ghrxoxo: jokid :((( https://t.co/dOl68YFRe6""oyyy"
2535,i miss being a kid. i can't believe I'm doing adult stuff like paying rent and bills and doing a degree and shit like . the fuck??!?:(
2536,"@PatriciaPrecios @WilliamEdenDude @PiooooPiolo @MagandiaAdjrani @ipcasongsong @Rapamigz @akosizen tomorrow again, please? :-("
2537,"“@Johnny_Spacey: @Mandi_Tinker yes, very inconsiderate of them. :(” why???"
2538,Pray for the kids :(
2539,"wow i miss my long hair , my braces , &amp; softball :( http://t.co/XysuSB0fxK"
2540,and more and more and more anna :(  https://t.co/JxjroN8PcY
2541,"@extended5H FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2542,should i apply for tomcat? :(
2543,@AgathaChelsea18 Miss You Chel :(
2544,@jemphillips We don't like the sound of this Jemma :( Try the following network steps: http://t.co/iL86HQ4Uyh &amp; let us know.
2545,@HeyImBeeYT idk how to use those :(
2546,@AsdaServiceTeam which is only good if I'm receiving delivery otherwise I have to leave a detailed list of with offers OH needs 2 check :(
2547,matchy matchy d elsa hair :-(( love u soo much! http://t.co/gySQ6arggu
2548,@iamsrk please dont postpone it any longer! :( :(
2549,karin honey i want another vist :(
2550,I'm gonna get high blood pressure one day lol I'm eating too much unhealthy food :( http://t.co/6i0NhiKivf
2551,Pains propa knockin me sick :( owwww
2552,"Bacon sandwiches for @KateWyvern &amp; @benjaminwyvern in the Marketing office, but I'm on pre-holiday diet boooo :( #meanies #deathbybaconsmell"
2553,"@BiebersxGalaxy FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2554,@Uber_RSA I'm confused :( What do I put in the inital location?  #UberIceCream asking me for location and destination
2555,@WeeklyChris what happened love? :(
2556,"So now F(x) is 4 members?? Just Victoria,Amber,Luna,And Krystal??? No giant baby again in F(x) :( https://t.co/RXtJdTElW5"
2557,@kirstin_taylor  @genmakeup but no picture? :(
2558,@yearsandyears come to singapore :(
2559,the last concert I went to in this stadium tomorrow's show is in was justin :(
2560,@ArysaAri Why can't I retweet your stuff :((
2561,@_ajaaaa where r u gonna be Sarajevo??? :( I live like 2 hours from there 😩😩😩😩😭
2562,@GCTitans team has fallen apart unfortunately no energy it seems :(
2563,@alyciasmarie but i wasn't :-((
2564,haix I wish I was an sp student :((( everyday can go breakfast when im late for class already haix
2565,"@CLOUD9CABELLO FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2566,@KzhaKish then tell me how? :(
2567,"@platinumgames why is this not on Wii U, did Bayonetta 2 and The Wonderful 101 really sell so poorly? :("
2568,"@BillyNeyMates yeah just saw your other tweets and completely agree, we're not moving quick enough on transfers though :("
2569,:((( dropped again http://t.co/jkopvoFnqq
2570,"@lewpylew78 work was no longer really doable (I drove as trains were awful), so moved agencies, long story.Miss everone though :( R U OK x"
2571,@mattyelvin11 don't have any :( gonna order a jps soon hopefully they have some
2572,I miss mamabear so much :(
2573,"I thought finding someone was hard but finding them and trying to make them stay is harder :(

#imintoher"
2574,@PeterAspsjo Oh no that sucks! :(
2575,I need to go school shopping. School starts in almost a week :(
2576,@Chivski232 so bad :(
2577,"@likeafigure8 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2578,"@taylorswift13 UGH,I JUST WANT TO BE WITH YOU RIGHT HERE AND RIGHT NOW,I NEED YA TAY. You are the only one who understands me. :("
2579,"@itsNotMirna so true, I voted for them so many times :( Underrated just like all of Slovakia's entries D:"
2580,@AahliyahR it's not funny :(
2581,@itmeailung I know :( saklap
2582,"Sadly, I can't see my grades yet bc i have a hold order in rizal lib :("
2583,Baby :( https://t.co/lMAAJ9Kmvk
2584,gonna miss it there :(
2585,@matty_lam @SkyFootball I'm not watching because I'm working :( but I'm not interested in man city anyway 😂 hope they lose
2586,@yearsandyears I wanted to go but I don't live near any of these places at all :((
2587,@band_enthusiast it wasn't in class but the entire school had to discuss it in their advisory period but no one took it seriously :-(
2588,"@iliketobecrazy ja dit dus, I know the feel :("
2589,@gabrielecirulli life is harsh sometimes :(
2590,@Louis_Tomlinson school start next Monday ohgod :(
2591,MY kik - abligaverins7 #kik #hornykik #photooftheday #kikchat #likeforlike #indiemusic #sexygirlbypreciouslemmy :( http://t.co/gNb5NvMtUC
2592,"Such a positive, beautiful light :( #RIPSandraBland #JusticeForSandraBland #SandraBland  https://t.co/GP21Mwg1Os"
2593,"@TyareRamirez FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2594,I WANT TO CRI I HAVE NO ONE TO GO W :((((((( https://t.co/IpxqMQWFeM
2595,"@EcoGitesLenault oh no I didn't :( So sad, I will do some catching up today x"
2596,"Oh damn,it's true :( ""@dailyteenwords: That moment you realize that holiday is almost over and you've done nothing."""
2597,@EdeLabayog miss you edel!! Aww :( why? :(
2598,@sahirlodhi Salam dear brother Eid Mubark &amp; very sorry i've missed ur all the shows on this eid..feeling bad+sad :-(
2599,HP LOW DONG :((((((
2600,@NeilMorganGtr This is just way too common now :-(
2601,SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/uxbrq1woRB
2602,@myywoohyun just saw this not mine huhu but .... :((( http://t.co/vEy02VcNGs
2603,SNAPCHAT : TammiRossM #snapchat #kikgirl #kikchat #wet #wife #indiemusic #sexy :( http://t.co/IzW9wFL5Zv
2604,@perriesbummy miss u! :( and speck if your online babes ?? x
2605,My SNAPCHAT - AbbyMill18 #snapchat #snapchatme #wet #sex #sexy #indiemusic #hotels :( http://t.co/4iBT7zCjZH
2606,@_cigarella :( ion wanna hear that
2607,@nateworkorange yeah just thinking :(
2608,Spent more than 5min tryna lock my hse door without getting the key stuck. Noob to the nxt level. :(
2609,2weeks before our exam :(
2610,I hate not getting enough sleep :( My baby wakes me up 300 times a night and I always feel like falling asleep at work 😔
2611,@boutagirrl no but I was pretty sure :-( until now at least
2612,"@MariajoseCleri1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2613,"but still, fck, the nae nae...:( that literally made me fucking cry bc too deep"
2614,@shabanadas @FatimaAli52 emotions make us human :(
2615,Enough whit this ...:(;(;( ...stop http://t.co/EXV5MoItcE
2616,@UberUK all ice cream vans are busy in Bristol :(
2617,@infispirit_ same lol :(
2618,@JackButton35560 the subserver is down :(
2619,just talked to my sis :(
2620,@gabriel_platon @biancahequibal Oo pre I'm sick :( huhu so sad hahaha
2621,@janellearg just got out of the tub :(
2622,Can't wait to climb #penyfan on sunday. Hoping the rainy weather forecast is wrong! :( #breconbeacons
2623,@AlexBarnes96 give me your Skype name my FaceTime doesn't work :(
2624,Looking for fun? KIK - tittheir42 #kik #kikgirl #fuck #kikme #like4like #indiemusic #hottie :( http://t.co/l99IanEBsi
2625,@vinrana1986 We Indian fans really miSS UU dear do uu MiSS us :((((
2626,I feel so rough :( My throat really hurts and my head keeps going really fuzzy and I feel like I'm going to pass out :'( xx
2627,@ColtonLHaynes where the hell are you? I miss my idol :(
2628,@BEINGASANOCEAN please come to San Antonio again soon :(
2629,@hoya1991 I miss Kang junhee  :( http://t.co/HDgBmwYSRr
2630,I'm still so upset about my hair... :(
2631,@SaveSxy i couldve joined pz earlier if i didnt wait..:(
2632,@bbcweather My camping trip starts on Saturday in Somerset...looking good! ...Sunday though is a different story... :-(
2633,"@Maxim_PR given how sunburnt I managed to get this weekend, maybe I'll be safer here in the rain :("
2634,@JamesMorrisonOK gutted !! I couldn't get tickets and it was my birthday :( are you releasing more dates
2635,@rah_sim you didn't even know what k3g was smh :(
2636,i need to get used to waking up alone again :((
2637,"What should i do . 

BAD VS PARTY AGAIN :((((((("
2638,@diplo so near yet so far :(  Manila better be in the books soon &lt;/3
2639,"So steam updated and now my inputs for GameStomp no longer work, if I can't fix this tomorrow I'm gonna have to cancel the entire event :("
2640,"@Mandi_Tinker yes, very inconsiderate of them. :("
2641,desc me in 8 words — off anon :( http://t.co/uCoB6iaV6W
2642,@roguetatt :( i love you
2643,"@iamsrk sir,please announce don 3!!! i am badly waiting for it!! :("
2644,Starts raining just as soon as I'm ready for a run :( damn it
2645,@mooosebloood are you 100% sure you lost it in your house?? :((
2646,Angelo's face while listening to Yna :((( #PSYGustoKita http://t.co/G5OxPE4DRI
2647,@yearsandyears gimme european dates :((((((((
2648,@davidgold if I send you a fiver towards a new striker can we get one? Without Sakho we have no threat :( a goalscorer and we will be fine.
2649,ive been reading cute fluffy cs ff :( i miss my babies :(
2650,"Foot pain just woke me up, nooooooo :("
2651,"@Gilinskyscherry FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :("
2652,I went on at 10:59 and stayed on at 11.00 until now but there were never any @Uber #UberIceCream vehicles available. Sham :(
2653,I wish my Parents would live forever. :(
2654,Finding a good conference hotel in London is tricky! They are all too small :(
2655,i miss baao :(
2656,@JamesAnthonyT @MitchKinney is he alright?:(
2657,nisrina is so beautiful :(
2658,"So, its been 40 days since you been gone and I still missing you like crazy bcs there were many hard times that I need you to support me :("
2659,ladygaga I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(
2660,"@ROOM94 I miss you's lots :-( , hope too see you's soon x"
2661,@yearsandyears what about Paris :(
2662,"At least I think Marrish is happening, not as my others otp's :("
2663,I miss my guy bestfriend :(
2664,Its 6:15 and I'm wide awake :(
2665,Fuck tired :-(((
2666,look how beautiful i wanna go back :( http://t.co/Z0dePj5knU
2667,@vIackhoIe yess;; i dont have the original pic :(
2668,@jungsilhoon ......... not really :(((((
2669,OKAY PLEAS EDOMNT FCK QIH MY FEELINGS SHXBS ENOUGH!!!! :( #ZaynIsComingBackOnJuly26
2670,1000% battery life please :(
